,Unnamed: 0.1, Temperatura (C), Humedad (%),Fecha,Hora
481,481,30.0,51.6,1/1/2021,1/1/2021
482,482,30.0,51.9,1/1/2021,1/1/2021
483,483,29.9,51.5,1/1/2021,1/1/2021
484,484,29.9,51.0,1/1/2021,1/1/2021
485,485,29.9,52.0,1/1/2021,1/1/2021
486,486,29.9,53.1,1/1/2021,1/1/2021
487,487,30.0,53.2,1/1/2021,1/1/2021
488,488,30.0,53.0,1/1/2021,1/1/2021
489,489,30.1,52.8,1/1/2021,1/1/2021
490,490,30.2,52.4,1/1/2021,1/1/2021
491,491,30.2,52.0,1/1/2021,1/1/2021
492,492,30.2,52.0,1/1/2021,1/1/2021
493,493,30.2,51.4,1/1/2021,1/1/2021
494,494,30.3,51.4,1/1/2021,1/1/2021
495,495,30.3,51.3,1/1/2021,1/1/2021
496,496,30.4,51.8,1/1/2021,1/1/2021
497,497,30.4,52.2,1/1/2021,1/1/2021
498,498,30.4,52.3,1/1/2021,1/1/2021
499,499,30.4,51.2,1/1/2021,1/1/2021
500,500,30.4,51.2,1/1/2021,1/1/2021
501,501,30.4,50.9,1/1/2021,1/1/2021
502,502,30.5,51.0,1/1/2021,1/1/2021
503,503,30.4,50.6,1/1/2021,1/1/2021
504,504,30.4,51.3,1/1/2021,1/1/2021
505,505,30.4,51.8,1/1/2021,1/1/2021
506,506,30.4,52.0,1/1/2021,1/1/2021
507,507,30.4,51.5,1/1/2021,1/1/2021
508,508,30.3,51.6,1/1/2021,1/1/2021
509,509,30.3,51.6,1/1/2021,1/1/2021
510,510,30.3,51.4,1/1/2021,1/1/2021
511,511,30.2,51.9,1/1/2021,1/1/2021
512,512,30.2,52.5,1/1/2021,1/1/2021
513,513,30.3,52.5,1/1/2021,1/1/2021
514,514,30.3,51.8,1/1/2021,1/1/2021
515,515,30.3,52.0,1/1/2021,1/1/2021
516,516,30.3,52.0,1/1/2021,1/1/2021
517,517,30.3,52.0,1/1/2021,1/1/2021
518,518,30.3,52.0,1/1/2021,1/1/2021
519,519,30.3,51.9,1/1/2021,1/1/2021
520,520,30.4,52.2,1/1/2021,1/1/2021
521,521,30.4,51.9,1/1/2021,1/1/2021
522,522,30.4,52.1,1/1/2021,1/1/2021
523,523,30.4,52.4,1/1/2021,1/1/2021
524,524,30.4,53.1,1/1/2021,1/1/2021
525,525,30.3,52.9,1/1/2021,1/1/2021
526,526,30.4,52.5,1/1/2021,1/1/2021
527,527,30.4,52.2,1/1/2021,1/1/2021
528,528,30.4,52.6,1/1/2021,1/1/2021
529,529,30.4,51.9,1/1/2021,1/1/2021
